country,time,value
Saudi Arabia,1986,13900000
Senegal,1986,6690000
Serbia,1986,9310000
Seychelles,1986,70000
Sierra Leone,1986,3910000
Singapore,1986,2760000
Slovak Republic,1986,5190000
Slovenia,1986,1960000
Solomon Islands,1986,279000
Somalia,1986,6890000
South Africa,1986,34500000
South Korea,1986,41300000
South Sudan,1986,5570000
Spain,1986,39000000
Sri Lanka,1986,16400000
St. Kitts and Nevis,1986,41700
St. Lucia,1986,129000
St. Vincent and the Grenadines,1986,105000
Sudan,1986,17800000
Suriname,1986,377000
Swaziland,1986,734000
Sweden,1986,8380000
Switzerland,1986,6490000
Syria,1986,11000000
Tajikistan,1986,4690000
Tanzania,1986,22500000
Thailand,1986,53000000
Timor-Leste,1986,684000
Togo,1986,3360000
Tonga,1986,94100
Trinidad and Tobago,1986,1180000
Tunisia,1986,7510000
Turkey,1986,50100000
Turkmenistan,1986,3320000
Tuvalu,1986,8750
Uganda,1986,15200000
Ukraine,1986,51100000
United Arab Emirates,1986,1470000
United Kingdom,1986,56600000
United States,1986,243000000
Uruguay,1986,3030000
Uzbekistan,1986,18600000
Vanuatu,1986,133000
Venezuela,1986,18000000
Vietnam,1986,62500000
Yemen,1986,10200000
Zambia,1986,7170000
Zimbabwe,1986,8980000
Afghanistan,1987,11500000
Albania,1987,3120000
Algeria,1987,23900000
Andorra,1987,48500
Angola,1987,11200000
Antigua and Barbuda,1987,67800
Argentina,1987,31300000
Armenia,1987,3450000
Australia,1987,16300000
Austria,1987,7640000
Azerbaijan,1987,6890000
Bahamas,1987,243000
Bahrain,1987,449000
Bangladesh,1987,98300000
Barbados,1987,258000
Belarus,1987,10100000
Belgium,1987,9940000
Belize,1987,174000
Benin,1987,4540000
Bhutan,1987,500000
Bolivia,1987,6460000
Bosnia and Herzegovina,1987,4480000
Botswana,1987,1260000
Brazil,1987,141000000
Brunei,1987,238000
Bulgaria,1987,8960000
Burkina Faso,1987,8140000
Burundi,1987,4990000
Cambodia,1987,8200000
Cameroon,1987,10700000
Canada,1987,26600000
Cape Verde,1987,325000
Central African Republic,1987,2760000
Chad,1987,5410000
Chile,1987,12600000
China,1987,1110000000
Colombia,1987,32300000
Comoros,1987,377000
"Congo, Dem. Rep.",1987,31500000
"Congo, Rep.",1987,2250000
Costa Rica,1987,2870000
Cote d'Ivoire,1987,11000000
Croatia,1987,4760000
Cuba,1987,10300000
Cyprus,1987,723000
Czech Republic,1987,10300000
Denmark,1987,5120000
Djibouti,1987,490000
Dominica,1987,72400
Dominican Republic,1987,6760000
Ecuador,1987,9500000
Egypt,1987,53100000
El Salvador,1987,5050000
Equatorial Guinea,1987,390000
Eritrea,1987,2920000
Estonia,1987,1550000
Ethiopia,1987,43500000
Fiji,1987,722000
Finland,1987,4950000
France,1987,56000000
Gabon,1987,877000
Gambia,1987,804000
Georgia,1987,5330000
Germany,1987,78100000
Ghana,1987,13500000
Greece,1987,10100000
Grenada,1987,99400
Guatemala,1987,8640000
Guinea,1987,5380000
Guinea-Bissau,1987,944000
Guyana,1987,758000
Haiti,1987,6670000
Holy See,1987,759
Honduras,1987,4540000
Hungary,1987,10500000
Iceland,1987,247000
India,1987,817000000
Indonesia,1987,172000000
Iran,1987,51200000
Iraq,1987,16300000
Ireland,1987,3570000
Israel,1987,4220000
Italy,1987,57100000
Jamaica,1987,2380000
Japan,1987,123000000
Jordan,1987,3130000
Kazakhstan,1987,16200000
Kenya,1987,21100000
Kiribati,1987,67300
Kuwait,1987,1940000
Kyrgyz Republic,1987,4160000
Lao,1987,3910000
Latvia,1987,2630000
Lebanon,1987,2670000
Lesotho,1987,1530000
Liberia,1987,2190000
Libya,1987,4110000
Liechtenstein,1987,27800
Lithuania,1987,3630000
Luxembourg,1987,371000
"Macedonia, FYR",1987,1990000
Madagascar,1987,10600000
Malawi,1987,8120000
Malaysia,1987,16500000
Maldives,1987,203000
Mali,1987,8070000
Malta,1987,355000
Marshall Islands,1987,42200
Mauritania,1987,1870000
Mauritius,1987,1030000
Mexico,1987,80500000
"Micronesia, Fed. Sts.",1987,90000
Moldova,1987,4290000
Monaco,1987,29200
Mongolia,1987,2030000
Montenegro,1987,617000
Morocco,1987,23500000
Mozambique,1987,13000000
Myanmar,1987,38700000
Namibia,1987,1250000
Nauru,1987,8550
Nepal,1987,17500000
Netherlands,1987,14700000
New Zealand,1987,3310000
Nicaragua,1987,3880000
Niger,1987,7320000
Nigeria,1987,88100000
North Korea,1987,19400000
Norway,1987,4190000
Oman,1987,1620000
Pakistan,1987,98400000
Palau,1987,14200
Palestine,1987,1880000
Panama,1987,2320000
Papua New Guinea,1987,4000000
Paraguay,1987,3890000
Peru,1987,20500000
Philippines,1987,57300000
Poland,1987,37500000
Portugal,1987,9970000
Qatar,1987,422000
Romania,1987,23300000
Russia,1987,145000000
Rwanda,1987,6730000
Samoa,1987,161000
San Marino,1987,23200
Sao Tome and Principe,1987,107000
Saudi Arabia,1987,14500000
Senegal,1987,6890000
Serbia,1987,9350000
Seychelles,1987,70000
Sierra Leone,1987,4030000
Singapore,1987,2820000
Slovak Republic,1987,5220000
Slovenia,1987,1980000
Solomon Islands,1987,287000
Somalia,1987,7020000
South Africa,1987,35200000
South Korea,1987,41700000
South Sudan,1987,5670000
Spain,1987,39100000
Sri Lanka,1987,16600000
St. Kitts and Nevis,1987,41400
St. Lucia,1987,131000
St. Vincent and the Grenadines,1987,106000
Sudan,1987,18300000
Suriname,1987,384000
Swaziland,1987,767000
Sweden,1987,8420000
Switzerland,1987,6530000
Syria,1987,11400000
Tajikistan,1987,4840000
Tanzania,1987,23200000
Thailand,1987,54000000
Timor-Leste,1987,700000
Togo,1987,3470000
Tonga,1987,94400
Trinidad and Tobago,1987,1200000
Tunisia,1987,7690000
Turkey,1987,51100000
Turkmenistan,1987,3410000
Tuvalu,1987,8820
Uganda,1987,15700000
Ukraine,1987,51200000
United Arab Emirates,1987,1560000
United Kingdom,1987,56700000
United States,1987,245000000
Uruguay,1987,3050000
Uzbekistan,1987,19000000
Vanuatu,1987,136000
Venezuela,1987,18400000
Vietnam,1987,63900000
Yemen,1987,10600000
Zambia,1987,7390000
Zimbabwe,1987,9290000
Afghanistan,1988,11500000
Albania,1988,3200000
Algeria,1988,24600000
Andorra,1988,50400
Angola,1988,11500000
Antigua and Barbuda,1988,67100
Argentina,1988,31800000
Armenia,1988,3500000
Australia,1988,16500000
Austria,1988,7660000
Azerbaijan,1988,7010000
Bahamas,1988,248000
Bahrain,1988,465000
Bangladesh,1988,101000000
Barbados,1988,259000
Belarus,1988,10100000
Belgium,1988,9960000
Belize,1988,179000
Benin,1988,4670000
Bhutan,1988,517000
Bolivia,1988,6590000
Bosnia and Herzegovina,1988,4510000
Botswana,1988,1300000
Brazil,1988,144000000
Brunei,1988,244000
Bulgaria,1988,8940000
Burkina Faso,1988,8360000
Burundi,1988,5140000
Cambodia,1988,8430000
Cameroon,1988,11000000
Canada,1988,26900000
Cape Verde,1988,330000
Central African Republic,1988,2810000
Chad,1988,5580000
Chile,1988,12800000
China,1988,1130000000
Colombia,1988,33000000
Comoros,1988,388000
"Congo, Dem. Rep.",1988,32400000
"Congo, Rep.",1988,2310000
Costa Rica,1988,2940000
Cote d'Ivoire,1988,11400000
Croatia,1988,4770000
Cuba,1988,10400000
Cyprus,1988,736000
Czech Republic,1988,10300000
Denmark,1988,5120000
Djibouti,1988,529000
Dominica,1988,71700
Dominican Republic,1988,6900000
Ecuador,1988,9740000
Egypt,1988,54500000
El Salvador,1988,5120000
Equatorial Guinea,1988,402000
Eritrea,1988,3010000
Estonia,1988,1560000
Ethiopia,1988,44900000
Fiji,1988,723000
Finland,1988,4960000
France,1988,56300000
Gabon,1988,901000
Gambia,1988,843000
Georgia,1988,5380000
Germany,1988,78400000
Ghana,1988,13900000
Greece,1988,10100000
Grenada,1988,98100
Guatemala,1988,8840000
Guinea,1988,5550000
Guinea-Bissau,1988,966000
Guyana,1988,751000
Haiti,1988,6810000
Holy See,1988,764
Honduras,1988,4680000
Hungary,1988,10400000
Iceland,1988,250000
India,1988,834000000
Indonesia,1988,175000000
Iran,1988,53100000
Iraq,1988,16700000
Ireland,1988,3570000
Israel,1988,4290000
Italy,1988,57100000
Jamaica,1988,2390000
Japan,1988,124000000
Jordan,1988,3250000
Kazakhstan,1988,16300000
Kenya,1988,21900000
Kiribati,1988,69100
Kuwait,1988,2040000
Kyrgyz Republic,1988,4240000
Lao,1988,4020000
Latvia,1988,2650000
Lebanon,1988,2670000
Lesotho,1988,1550000
Liberia,1988,2170000
Libya,1988,4220000
Liechtenstein,1988,28100
Lithuania,1988,3660000
Luxembourg,1988,374000
"Macedonia, FYR",1988,2000000
Madagascar,1988,11000000
Malawi,1988,8640000
Malaysia,1988,17000000
Maldives,1988,210000
Mali,1988,8180000
Malta,1988,358000
Marshall Islands,1988,44100
Mauritania,1988,1920000
Mauritius,1988,1040000
Mexico,1988,82100000
"Micronesia, Fed. Sts.",1988,92000
Moldova,1988,4320000
Monaco,1988,29200
Mongolia,1988,2090000
Montenegro,1988,616000
Morocco,1988,24000000
Mozambique,1988,13000000
Myanmar,1988,39400000
Namibia,1988,1300000
Nauru,1988,8760
Nepal,1988,17900000
Netherlands,1988,14800000
New Zealand,1988,3330000
Nicaragua,1988,3970000
Niger,1988,7540000
Nigeria,1988,90500000
North Korea,1988,19700000
Norway,1988,4210000
Oman,1988,1680000
Pakistan,1988,101000000
Palau,1988,14500
Palestine,1988,1950000
Panama,1988,2370000
Papua New Guinea,1988,4100000
Paraguay,1988,3990000
Peru,1988,20900000
Philippines,1988,58800000
Poland,1988,37700000
Portugal,1988,9960000
Qatar,1988,444000
Romania,1988,23400000
Russia,1988,146000000
Rwanda,1988,7030000
Samoa,1988,161000
San Marino,1988,23500
Sao Tome and Principe,1988,109000
Saudi Arabia,1988,15200000
Senegal,1988,7110000
Serbia,1988,9400000
Seychelles,1988,70000
Sierra Leone,1988,4150000
Singapore,1988,2880000
Slovak Republic,1988,5240000
Slovenia,1988,1990000
Solomon Islands,1988,295000
Somalia,1988,7170000
South Africa,1988,36000000
South Korea,1988,42100000
South Sudan,1988,5740000
Spain,1988,39100000
Sri Lanka,1988,16900000
St. Kitts and Nevis,1988,41000
St. Lucia,1988,134000
St. Vincent and the Grenadines,1988,107000
Sudan,1988,18900000
Suriname,1988,391000
Swaziland,1988,800000
Sweden,1988,8460000
Switzerland,1988,6570000
Syria,1988,11700000
Tajikistan,1988,5000000
Tanzania,1988,23900000
Thailand,1988,54900000
Timor-Leste,1988,714000
Togo,1988,3580000
Tonga,1988,94700
Trinidad and Tobago,1988,1200000
Tunisia,1988,7870000
Turkey,1988,52100000
Turkmenistan,1988,3490000
Tuvalu,1988,8880
Uganda,1988,16300000
Ukraine,1988,51300000
United Arab Emirates,1988,1660000
United Kingdom,1988,56900000
United States,1988,248000000
Uruguay,1988,3070000
Uzbekistan,1988,19500000
Vanuatu,1988,139000
Venezuela,1988,18900000
Vietnam,1988,65300000
Yemen,1988,11100000
Zambia,1988,7600000
Zimbabwe,1988,9600000
Afghanistan,1989,11800000
Albania,1989,3250000
Algeria,1989,25300000
Andorra,1989,52400
Angola,1989,11800000
Antigua and Barbuda,1989,66600
Argentina,1989,32300000
Armenia,1989,3540000
Australia,1989,16800000
Austria,1989,7690000
Azerbaijan,1989,7130000
Bahamas,1989,252000
Bahrain,1989,481000
Bangladesh,1989,104000000
Barbados,1989,259000
Belarus,1989,10200000
Belgium,1989,9980000
Belize,1989,183000
Benin,1989,4820000
Bhutan,1989,530000
Bolivia,1989,6720000
Bosnia and Herzegovina,1989,4510000
Botswana,1989,1340000
Brazil,1989,147000000
Brunei,1989,252000
Bulgaria,1989,8900000
Burkina Faso,1989,8580000
Burundi,1989,5280000
Cambodia,1989,8690000
Cameroon,1989,11400000
Canada,1989,27300000
Cape Verde,1989,335000
Central African Republic,1989,2870000
Chad,1989,5770000
Chile,1989,13000000
China,1989,1150000000
Colombia,1989,33600000
Comoros,1989,400000
"Congo, Dem. Rep.",1989,33500000
"Congo, Rep.",1989,2380000
Costa Rica,1989,3020000
Cote d'Ivoire,1989,11800000
Croatia,1989,4780000
Cuba,1989,10500000
Cyprus,1989,751000
Czech Republic,1989,10300000
Denmark,1989,5130000
Djibouti,1989,564000
Dominica,1989,71200
Dominican Republic,1989,7040000
Ecuador,1989,9980000
Egypt,1989,56000000
El Salvador,1989,5190000
Equatorial Guinea,1989,414000
Eritrea,1989,3070000
Estonia,1989,1570000
Ethiopia,1989,46500000
Fiji,1989,725000
Finland,1989,4980000
France,1989,56700000
Gabon,1989,927000
Gambia,1989,881000
Georgia,1989,5410000
Germany,1989,78700000
Ghana,1989,14200000
Greece,1989,10200000
Grenada,1989,96900
Guatemala,1989,9050000
Guinea,1989,5770000
Guinea-Bissau,1989,989000
Guyana,1989,746000
Haiti,1989,6960000
Holy See,1989,765
Honduras,1989,4810000
Hungary,1989,10400000
Iceland,1989,252000
India,1989,852000000
Indonesia,1989,178000000
Iran,1989,54800000
Iraq,1989,17000000
Ireland,1989,3570000
Israel,1989,4380000
Italy,1989,57100000
Jamaica,1989,2410000
Japan,1989,124000000
Jordan,1989,3400000
Kazakhstan,1989,16500000
Kenya,1989,22600000
Kiribati,1989,70900
Kuwait,1989,2100000
Kyrgyz Republic,1989,4310000
Lao,1989,4140000
Latvia,1989,2660000
Lebanon,1989,2680000
Lesotho,1989,1580000
Liberia,1989,2130000
Libya,1989,4330000
Liechtenstein,1989,28400
Lithuania,1989,3680000
Luxembourg,1989,378000
"Macedonia, FYR",1989,2000000
Madagascar,1989,11300000
Malawi,1989,9090000
Malaysia,1989,17500000
Maldives,1989,217000
Mali,1989,8310000
Malta,1989,361000
Marshall Islands,1989,45800
Mauritania,1989,1980000
Mauritius,1989,1050000
Mexico,1989,83700000
"Micronesia, Fed. Sts.",1989,94100
Moldova,1989,4350000
Monaco,1989,29300
Mongolia,1989,2140000
Montenegro,1989,615000
Morocco,1989,24400000
Mozambique,1989,13100000
Myanmar,1989,40000000
Namibia,1989,1360000
Nauru,1989,8950
Nepal,1989,18300000
Netherlands,1989,14900000
New Zealand,1989,3360000
Nicaragua,1989,4060000
Niger,1989,7770000
Nigeria,1989,92800000
North Korea,1989,20000000
Norway,1989,4230000
Oman,1989,1740000
Pakistan,1989,105000000
Palau,1989,14800
Palestine,1989,2020000
Panama,1989,2420000
Papua New Guinea,1989,4210000
Paraguay,1989,4100000
Peru,1989,21400000
Philippines,1989,60400000
Poland,1989,37800000
Portugal,1989,9950000
Qatar,1989,462000
Romania,1989,23500000
Russia,1989,147000000
Rwanda,1989,7220000
Samoa,1989,162000
San Marino,1989,23700
Sao Tome and Principe,1989,112000
Saudi Arabia,1989,15800000
Senegal,1989,7330000
Serbia,1989,9450000
Seychelles,1989,70100
Sierra Leone,1989,4250000
Singapore,1989,2940000
Slovak Republic,1989,5270000
Slovenia,1989,2000000
Solomon Islands,1989,303000
Somalia,1989,7300000
South Africa,1989,36700000
South Korea,1989,42500000
South Sudan,1989,5780000
Spain,1989,39200000
Sri Lanka,1989,17100000
St. Kitts and Nevis,1989,40900
St. Lucia,1989,136000
St. Vincent and the Grenadines,1989,107000
Sudan,1989,19500000
Suriname,1989,399000
Swaziland,1989,833000
Sweden,1989,8510000
Switzerland,1989,6620000
Syria,1989,12100000
Tajikistan,1989,5150000
Tanzania,1989,24700000
Thailand,1989,55800000
Timor-Leste,1989,731000
Togo,1989,3690000
Tonga,1989,94900
Trinidad and Tobago,1989,1210000
Tunisia,1989,8050000
Turkey,1989,53000000
Turkmenistan,1989,3590000
Tuvalu,1989,8950
Uganda,1989,16800000
Ukraine,1989,51400000
United Arab Emirates,1989,1760000
United Kingdom,1989,57000000
United States,1989,250000000
Uruguay,1989,3090000
Uzbekistan,1989,20000000
Vanuatu,1989,143000
Venezuela,1989,19400000
Vietnam,1989,66800000
Yemen,1989,11500000
Zambia,1989,7810000
Zimbabwe,1989,9900000
Afghanistan,1990,12200000
Albania,1990,3280000
Algeria,1990,25900000
Andorra,1990,54500
Angola,1990,12200000
Antigua and Barbuda,1990,66700
Argentina,1990,32700000
Armenia,1990,3540000
Australia,1990,17000000
Austria,1990,7720000
Azerbaijan,1990,7240000
Bahamas,1990,256000
Bahrain,1990,496000
Bangladesh,1990,106000000
Barbados,1990,260000
Belarus,1990,10200000
Belgium,1990,10000000
Belize,1990,188000
Benin,1990,4980000
Bhutan,1990,537000
Bolivia,1990,6860000
Bosnia and Herzegovina,1990,4460000
Botswana,1990,1380000
Brazil,1990,149000000
Brunei,1990,259000
Bulgaria,1990,8840000
Burkina Faso,1990,8810000
Burundi,1990,5420000
Cambodia,1990,8970000
Cameroon,1990,11700000
Canada,1990,27700000
Cape Verde,1990,342000
Central African Republic,1990,2940000
Chad,1990,5960000
Chile,1990,13200000
China,1990,1170000000
Colombia,1990,34300000
Comoros,1990,412000
"Congo, Dem. Rep.",1990,34600000
"Congo, Rep.",1990,2440000
Costa Rica,1990,3100000
Cote d'Ivoire,1990,12300000
Croatia,1990,4780000
Cuba,1990,10600000
Cyprus,1990,767000
Czech Republic,1990,10300000
Denmark,1990,5140000
Djibouti,1990,590000
Dominica,1990,70900
Dominican Republic,1990,7180000
Ecuador,1990,10200000
Egypt,1990,57400000
El Salvador,1990,5250000
Equatorial Guinea,1990,427000
Eritrea,1990,3110000
Estonia,1990,1570000
Ethiopia,1990,48100000
Fiji,1990,729000
Finland,1990,5000000
France,1990,57000000
Gabon,1990,952000
Gambia,1990,917000
Georgia,1990,5410000
Germany,1990,79100000
Ghana,1990,14600000
Greece,1990,10200000
Grenada,1990,96300
Guatemala,1990,9260000
Guinea,1990,6040000
Guinea-Bissau,1990,1010000
Guyana,1990,743000
Haiti,1990,7100000
Holy See,1990,768
Honduras,1990,4960000
Hungary,1990,10400000
Iceland,1990,255000
India,1990,870000000
Indonesia,1990,181000000
Iran,1990,56200000
Iraq,1990,17500000
Ireland,1990,3570000
Israel,1990,4500000
Italy,1990,57100000
Jamaica,1990,2420000
Japan,1990,125000000
Jordan,1990,3560000
Kazakhstan,1990,16500000
Kenya,1990,23400000
Kiribati,1990,72400
Kuwait,1990,2100000
Kyrgyz Republic,1990,4370000
Lao,1990,4260000
Latvia,1990,2660000
Lebanon,1990,2700000
Lesotho,1990,1600000
Liberia,1990,2100000
Libya,1990,4440000
Liechtenstein,1990,28700
Lithuania,1990,3700000
Luxembourg,1990,382000
"Macedonia, FYR",1990,2000000
Madagascar,1990,11600000
Malawi,1990,9440000
Malaysia,1990,18000000
Maldives,1990,223000
Mali,1990,8470000
Malta,1990,364000
Marshall Islands,1990,47300
Mauritania,1990,2030000
Mauritius,1990,1060000
Mexico,1990,85400000
"Micronesia, Fed. Sts.",1990,96300
Moldova,1990,4360000
Monaco,1990,29400
Mongolia,1990,2180000
Montenegro,1990,615000
Morocco,1990,24900000
Mozambique,1990,13200000
Myanmar,1990,40600000
Namibia,1990,1410000
Nauru,1990,9160
Nepal,1990,18700000
Netherlands,1990,15000000
New Zealand,1990,3400000
Nicaragua,1990,4140000
Niger,1990,8010000
Nigeria,1990,95300000
North Korea,1990,20300000
Norway,1990,4250000
Oman,1990,1810000
Pakistan,1990,108000000
Palau,1990,15100
Palestine,1990,2100000
Panama,1990,2470000
Papua New Guinea,1990,4310000
Paraguay,1990,4210000
Peru,1990,21800000
Philippines,1990,61900000
Poland,1990,38000000
Portugal,1990,9950000
Qatar,1990,476000
Romania,1990,23500000
Russia,1990,148000000
Rwanda,1990,7240000
Samoa,1990,163000
San Marino,1990,24000
Sao Tome and Principe,1990,114000
Saudi Arabia,1990,16300000
Senegal,1990,7560000
Serbia,1990,9520000
Seychelles,1990,70600
Sierra Leone,1990,4310000
Singapore,1990,3010000
Slovak Republic,1990,5290000
Slovenia,1990,2010000
Solomon Islands,1990,312000
Somalia,1990,7400000
South Africa,1990,37600000
South Korea,1990,42900000
South Sudan,1990,5770000
Spain,1990,39300000
Sri Lanka,1990,17300000
St. Kitts and Nevis,1990,40800
St. Lucia,1990,138000
St. Vincent and the Grenadines,1990,108000
Sudan,1990,20100000
Suriname,1990,407000
Swaziland,1990,861000
Sweden,1990,8570000
Switzerland,1990,6670000
Syria,1990,12400000
Tajikistan,1990,5280000
Tanzania,1990,25500000
Thailand,1990,56600000
Timor-Leste,1990,752000
Togo,1990,3790000
Tonga,1990,95200
Trinidad and Tobago,1990,1220000
Tunisia,1990,8230000
Turkey,1990,53900000
Turkmenistan,1990,3680000
Tuvalu,1990,9000
Uganda,1990,17400000
Ukraine,1990,51500000
United Arab Emirates,1990,1860000
United Kingdom,1990,57200000
United States,1990,253000000
Uruguay,1990,3110000
Uzbekistan,1990,20500000
Vanuatu,1990,147000
Venezuela,1990,19900000
Vietnam,1990,68200000
Yemen,1990,12100000
Zambia,1990,8030000
Zimbabwe,1990,10200000
Afghanistan,1991,13000000
Albania,1991,3280000
Algeria,1991,26600000
Andorra,1991,56700
Angola,1991,12600000
Antigua and Barbuda,1991,67300
Argentina,1991,33200000
Armenia,1991,3510000
Australia,1991,17300000
Austria,1991,7770000
Azerbaijan,1991,7360000
Bahamas,1991,261000
Bahrain,1991,510000
Bangladesh,1991,109000000
Barbados,1991,261000
Belarus,1991,10200000
Belgium,1991,10000000
Belize,1991,191000
Benin,1991,5150000
Bhutan,1991,537000
Bolivia,1991,6990000
Bosnia and Herzegovina,1991,4370000
Botswana,1991,1420000
Brazil,1991,152000000
Brunei,1991,266000
Bulgaria,1991,8770000
Burkina Faso,1991,9050000
Burundi,1991,5540000
Cambodia,1991,9290000
Cameroon,1991,12100000
Canada,1991,28000000
Cape Verde,1991,350000
Central African Republic,1991,3010000
Chad,1991,6150000
Chile,1991,13500000
China,1991,1190000000
Colombia,1991,34900000
Comoros,1991,424000
"Congo, Dem. Rep.",1991,35900000
"Congo, Rep.",1991,2510000
Costa Rica,1991,3180000
Cote d'Ivoire,1991,12700000
Croatia,1991,4760000
Cuba,1991,10700000
Cyprus,1991,783000
Czech Republic,1991,10300000
Denmark,1991,5150000
Djibouti,1991,607000
Dominica,1991,70800
Dominican Republic,1991,7330000
Ecuador,1991,10500000
Egypt,1991,58800000
El Salvador,1991,5330000
Equatorial Guinea,1991,441000
Eritrea,1991,3130000
Estonia,1991,1550000
Ethiopia,1991,49800000
Fiji,1991,735000
Finland,1991,5020000
France,1991,57200000
Gabon,1991,978000
Gambia,1991,949000
Georgia,1991,5370000
Germany,1991,79600000
Ghana,1991,15000000
Greece,1991,10300000
Grenada,1991,96500
Guatemala,1991,9480000
Guinea,1991,6370000
Guinea-Bissau,1991,1040000
Guyana,1991,744000
Haiti,1991,7240000
Holy See,1991,774
Honduras,1991,5100000
Hungary,1991,10400000
Iceland,1991,258000
India,1991,888000000
Indonesia,1991,185000000
Iran,1991,57400000
Iraq,1991,17900000
Ireland,1991,3580000
Israel,1991,4640000
Italy,1991,57200000
Jamaica,1991,2440000
Japan,1991,125000000
Jordan,1991,3750000
Kazakhstan,1991,16500000
Kenya,1991,24200000
Kiribati,1991,73700
Kuwait,1991,2040000
Kyrgyz Republic,1991,4420000
Lao,1991,4380000
Latvia,1991,2650000
Lebanon,1991,2750000
Lesotho,1991,1630000
Liberia,1991,2060000
Libya,1991,4540000
Liechtenstein,1991,29100
Lithuania,1991,3700000
Luxembourg,1991,386000
"Macedonia, FYR",1991,1990000
Madagascar,1991,11900000
Malawi,1991,9640000
Malaysia,1991,18500000
Maldives,1991,230000
Mali,1991,8650000
Malta,1991,368000
Marshall Islands,1991,48500
Mauritania,1991,2090000
Mauritius,1991,1070000
Mexico,1991,87100000
"Micronesia, Fed. Sts.",1991,98800
Moldova,1991,4370000
Monaco,1991,29600
Mongolia,1991,2220000
Montenegro,1991,616000
Morocco,1991,25300000
Mozambique,1991,13600000
Myanmar,1991,41200000
Namibia,1991,1470000
Nauru,1991,9350
Nepal,1991,19200000
Netherlands,1991,15100000
New Zealand,1991,3450000
Nicaragua,1991,4240000
Niger,1991,8270000
Nigeria,1991,97700000
North Korea,1991,20600000
Norway,1991,4270000
Oman,1991,1890000
Pakistan,1991,111000000
Palau,1991,15500
Palestine,1991,2190000
Panama,1991,2520000
Papua New Guinea,1991,4420000
Paraguay,1991,4320000
Peru,1991,22300000
Philippines,1991,63500000
Poland,1991,38100000
Portugal,1991,9970000
Qatar,1991,487000
Romania,1991,23500000
Russia,1991,148000000
Rwanda,1991,7050000
Samoa,1991,164000
San Marino,1991,24400
Sao Tome and Principe,1991,116000
Saudi Arabia,1991,16900000
Senegal,1991,7790000
Serbia,1991,9600000
Seychelles,1991,71500
Sierra Leone,1991,4340000
Singapore,1991,3100000
Slovak Republic,1991,5310000
Slovenia,1991,2010000
Solomon Islands,1991,321000
Somalia,1991,7460000
South Africa,1991,38400000
South Korea,1991,43400000
South Sudan,1991,5710000
Spain,1991,39400000
Sri Lanka,1991,17500000
St. Kitts and Nevis,1991,41000
St. Lucia,1991,140000
St. Vincent and the Grenadines,1991,108000
Sudan,1991,20900000
Suriname,1991,415000
Swaziland,1991,886000
Sweden,1991,8630000
Switzerland,1991,6740000
Syria,1991,12800000
Tajikistan,1991,5400000
Tanzania,1991,26300000
Thailand,1991,57300000
Timor-Leste,1991,777000
Togo,1991,3880000
Tonga,1991,95300
Trinidad and Tobago,1991,1230000
Tunisia,1991,8420000
Turkey,1991,54800000
Turkmenistan,1991,3790000
Tuvalu,1991,9050
Uganda,1991,18000000
Ukraine,1991,51500000
United Arab Emirates,1991,1970000
United Kingdom,1991,57300000
United States,1991,255000000
Uruguay,1991,3130000
Uzbekistan,1991,21000000
Vanuatu,1991,151000
Venezuela,1991,20300000
Vietnam,1991,69700000
Yemen,1991,12700000
Zambia,1991,8240000
Zimbabwe,1991,10400000
Afghanistan,1992,14000000
Albania,1992,3240000
Algeria,1992,27200000
Andorra,1992,58900
Angola,1992,13000000
Antigua and Barbuda,1992,68400
Argentina,1992,33700000
Armenia,1992,3440000
Australia,1992,17500000
Austria,1992,7830000
Azerbaijan,1992,7470000
Bahamas,1992,266000
Bahrain,1992,523000
Bangladesh,1992,111000000
Barbados,1992,262000
Belarus,1992,10200000
Belgium,1992,10100000
Belize,1992,194000
Benin,1992,5330000
Bhutan,1992,532000
Bolivia,1992,7130000
Bosnia and Herzegovina,1992,4240000
Botswana,1992,1460000
Brazil,1992,155000000
Brunei,1992,274000
Bulgaria,1992,8680000
Burkina Faso,1992,9300000
Burundi,1992,5660000
Cambodia,1992,9620000
Cameroon,1992,12400000
Canada,1992,28400000
Cape Verde,1992,359000
Central African Republic,1992,3100000
Chad,1992,6350000
Chile,1992,13700000
China,1992,1200000000
Colombia,1992,35600000
Comoros,1992,436000
"Congo, Dem. Rep.",1992,37300000
"Congo, Rep.",1992,2580000
Costa Rica,1992,3260000
Cote d'Ivoire,1992,13200000
Croatia,1992,4730000
Cuba,1992,10700000
Cyprus,1992,801000
Czech Republic,1992,10400000
Denmark,1992,5170000
Djibouti,1992,615000
Dominica,1992,71000
Dominican Republic,1992,7470000
Ecuador,1992,10700000
Egypt,1992,60000000
El Salvador,1992,5400000
Equatorial Guinea,1992,455000
Eritrea,1992,3120000
Estonia,1992,1520000
Ethiopia,1992,51600000
Fiji,1992,745000
Finland,1992,5040000
France,1992,57500000
Gabon,1992,1000000
Gambia,1992,980000
Georgia,1992,5300000
Germany,1992,80000000
Ghana,1992,15500000
Greece,1992,10500000
Grenada,1992,97200
Guatemala,1992,9710000
Guinea,1992,6760000
Guinea-Bissau,1992,1060000
Guyana,1992,748000
Haiti,1992,7390000
Holy See,1992,779
Honduras,1992,5250000
Hungary,1992,10400000
Iceland,1992,260000
India,1992,906000000
Indonesia,1992,188000000
Iran,1992,58300000
